vocab,pos_prob,neg_prob
geyser,1.299072462261945e-05,8.948345674593409e-06
jixwxexnie,1.299072462261945e-05,8.948345674593409e-06
groove,1.299072462261945e-05,1.3422518511890114e-05
crc,2.59814492452389e-05,4.4741728372967045e-06
jrgg,1.299072462261945e-05,8.948345674593409e-06
tia,1.299072462261945e-05,1.3422518511890114e-05
quad,1.299072462261945e-05,2.684503702378023e-05
individual,2.59814492452389e-05,4.4741728372967045e-06
wheneminemsaid,1.299072462261945e-05,8.948345674593409e-06
tripled,2.59814492452389e-05,4.4741728372967045e-06
niggaaaaaa,1.299072462261945e-05,8.948345674593409e-06
vigxrarts,1.299072462261945e-05,1.3422518511890114e-05
broneadams,1.299072462261945e-05,8.948345674593409e-06
diabetes,2.59814492452389e-05,1.3422518511890114e-05
gundeathjournal,2.59814492452389e-05,4.4741728372967045e-06
ido,1.299072462261945e-05,3.5793382698373636e-05
tbt,0.0001039257969809556,4.474172837296705e-05
mkpgmxu,1.299072462261945e-05,8.948345674593409e-06
dilemma,1.299072462261945e-05,1.3422518511890114e-05
avengerstratus,2.59814492452389e-05,4.4741728372967045e-06
rebecca,1.299072462261945e-05,8.948345674593409e-06
wendydavistexas,2.59814492452389e-05,3.5793382698373636e-05
meechgod,1.299072462261945e-05,8.948345674593409e-06
nsqcmar,1.299072462261945e-05,8.948345674593409e-06
yib,1.299072462261945e-05,8.948345674593409e-06
therealaaw,1.299072462261945e-05,8.948345674593409e-06
iongotnotype,1.299072462261945e-05,8.948345674593409e-06
labugg,2.59814492452389e-05,8.948345674593409e-06
frasesdeunamadremexicana,1.299072462261945e-05,8.948345674593409e-06
affect,2.59814492452389e-05,1.3422518511890114e-05
advertising,1.299072462261945e-05,8.948345674593409e-06
cqv,1.299072462261945e-05,8.948345674593409e-06
johnnycinco,1.299072462261945e-05,1.3422518511890114e-05
age,5.19628984904778e-05,9.84318024205275e-05
rediculed,2.59814492452389e-05,4.4741728372967045e-06
bsa,1.299072462261945e-05,8.948345674593409e-06
jtv,1.299072462261945e-05,8.948345674593409e-06
moodym,1.299072462261945e-05,8.948345674593409e-06
wildn,1.299072462261945e-05,8.948345674593409e-06
mydadatthestore,1.299072462261945e-05,8.948345674593409e-06
agdd,1.299072462261945e-05,8.948345674593409e-06
runna,1.299072462261945e-05,8.948345674593409e-06
itsablackguy,1.299072462261945e-05,8.948345674593409e-06
makeitknasty,1.299072462261945e-05,8.948345674593409e-06
ybejeff,1.299072462261945e-05,8.948345674593409e-06
eattin,1.299072462261945e-05,1.7896691349186818e-05
freebee,1.299072462261945e-05,8.948345674593409e-06
gwendolync,1.299072462261945e-05,8.948345674593409e-06
wsimdnbbjr,2.59814492452389e-05,4.4741728372967045e-06
send,9.093507235833614e-05,0.0002595020245632089
squared,1.299072462261945e-05,8.948345674593409e-06
collinbrennan,1.299072462261945e-05,8.948345674593409e-06
establishment,1.299072462261945e-05,8.948345674593409e-06
sticking,1.299072462261945e-05,8.948345674593409e-06
ham,1.299072462261945e-05,4.026755553567034e-05
iggaoog,1.299072462261945e-05,8.948345674593409e-06
weve,3.897217386785835e-05,2.684503702378023e-05
jawdan,1.299072462261945e-05,8.948345674593409e-06
keui,1.299072462261945e-05,8.948345674593409e-06
stem,1.299072462261945e-05,8.948345674593409e-06
dedicated,2.59814492452389e-05,1.7896691349186818e-05
taythebaddie,2.59814492452389e-05,4.4741728372967045e-06
mywife,1.299072462261945e-05,8.948345674593409e-06
yoonea,1.299072462261945e-05,8.948345674593409e-06
causing,5.19628984904778e-05,1.3422518511890114e-05
johm,1.299072462261945e-05,8.948345674593409e-06
takeit,1.299072462261945e-05,8.948345674593409e-06
welt,1.299072462261945e-05,8.948345674593409e-06
juicyyyjayyyy,1.299072462261945e-05,8.948345674593409e-06
gfs,1.299072462261945e-05,1.7896691349186818e-05
fgwrog,1.299072462261945e-05,8.948345674593409e-06
fiya,1.299072462261945e-05,8.948345674593409e-06
agru,1.299072462261945e-05,8.948345674593409e-06
flowaaabomb,1.299072462261945e-05,8.948345674593409e-06
downgraded,1.299072462261945e-05,8.948345674593409e-06
tyy,1.299072462261945e-05,8.948345674593409e-06
leeandrea,2.59814492452389e-05,4.4741728372967045e-06
chyna,1.299072462261945e-05,8.948345674593409e-06
scorecard,1.299072462261945e-05,8.948345674593409e-06
nigguhs,1.299072462261945e-05,2.684503702378023e-05
worldcup,5.19628984904778e-05,8.948345674593409e-06
basedgod,2.59814492452389e-05,1.7896691349186818e-05
justreiatabie,3.897217386785835e-05,4.4741728372967045e-06
ogsmoky,1.299072462261945e-05,8.948345674593409e-06
wbcfredjr,1.299072462261945e-05,8.948345674593409e-06
bolanddrummer,2.59814492452389e-05,4.4741728372967045e-06
revaluate,1.299072462261945e-05,8.948345674593409e-06
sjoupj,2.59814492452389e-05,4.4741728372967045e-06
korsczurek,1.299072462261945e-05,8.948345674593409e-06
laughed,1.299072462261945e-05,3.131920986107693e-05
tokyojetz,1.299072462261945e-05,8.948345674593409e-06
icu,1.299072462261945e-05,8.948345674593409e-06
track,9.093507235833614e-05,7.158676539674727e-05
gratata,1.299072462261945e-05,1.7896691349186818e-05
smart,9.093507235833614e-05,9.84318024205275e-05
adambaldwin,2.59814492452389e-05,8.948345674593409e-06
inconsistent,1.299072462261945e-05,8.948345674593409e-06
islamnation,1.299072462261945e-05,8.948345674593409e-06
hemsley,1.299072462261945e-05,8.948345674593409e-06
fabulous,2.59814492452389e-05,1.7896691349186818e-05
db,3.897217386785835e-05,8.948345674593409e-06
carolina,3.897217386785835e-05,4.4741728372967045e-06
koolestbreeze,2.59814492452389e-05,4.4741728372967045e-06
prince,2.59814492452389e-05,1.7896691349186818e-05
possible,6.495362311309725e-05,4.026755553567034e-05
spankin,1.299072462261945e-05,8.948345674593409e-06
braved,2.59814492452389e-05,4.4741728372967045e-06
gamble,1.299072462261945e-05,8.948345674593409e-06
hpxudcuneq,1.299072462261945e-05,8.948345674593409e-06
abuse,2.59814492452389e-05,1.3422518511890114e-05
haslam,2.59814492452389e-05,4.4741728372967045e-06
leading,5.19628984904778e-05,4.4741728372967045e-06
reggaeton,1.299072462261945e-05,8.948345674593409e-06
flde,1.299072462261945e-05,8.948345674593409e-06
mariachi,1.299072462261945e-05,8.948345674593409e-06
dju,1.299072462261945e-05,8.948345674593409e-06
chrislhayes,2.59814492452389e-05,4.4741728372967045e-06
ouh,1.299072462261945e-05,8.948345674593409e-06
shetrillaryc,1.299072462261945e-05,8.948345674593409e-06
rod,6.495362311309725e-05,2.684503702378023e-05
hilaryde,1.299072462261945e-05,8.948345674593409e-06
rhambu,2.59814492452389e-05,4.4741728372967045e-06
vnksmith,1.299072462261945e-05,8.948345674593409e-06
soil,1.299072462261945e-05,1.3422518511890114e-05
nikejap,1.299072462261945e-05,8.948345674593409e-06
bansal,2.59814492452389e-05,4.4741728372967045e-06
wekdl,1.299072462261945e-05,8.948345674593409e-06
jshcalderon,1.299072462261945e-05,8.948345674593409e-06
twitlonger,1.299072462261945e-05,8.948345674593409e-06
tsmith,2.59814492452389e-05,4.4741728372967045e-06
jaaayleno,1.299072462261945e-05,8.948345674593409e-06
xsvn,2.59814492452389e-05,4.4741728372967045e-06
brothas,1.299072462261945e-05,2.2370864186483524e-05
thatsit,1.299072462261945e-05,8.948345674593409e-06
breebgorgeous,1.299072462261945e-05,8.948345674593409e-06
mosquito,2.59814492452389e-05,1.3422518511890114e-05
zapollo,1.299072462261945e-05,8.948345674593409e-06
pissy,1.299072462261945e-05,1.3422518511890114e-05
toddirwin,2.59814492452389e-05,4.4741728372967045e-06
crazzzzy,1.299072462261945e-05,8.948345674593409e-06
hairdo,1.299072462261945e-05,8.948345674593409e-06
homegirl,2.59814492452389e-05,4.026755553567034e-05
stephdamartian,1.299072462261945e-05,8.948345674593409e-06
khaliefer,1.299072462261945e-05,8.948345674593409e-06
hifdczwqy,2.59814492452389e-05,4.4741728372967045e-06
dared,2.59814492452389e-05,4.4741728372967045e-06
wetin,1.299072462261945e-05,8.948345674593409e-06
baesuschrist,1.299072462261945e-05,8.948345674593409e-06
namelijk,1.299072462261945e-05,8.948345674593409e-06
dierngedrag,2.59814492452389e-05,4.4741728372967045e-06
privately,1.299072462261945e-05,8.948345674593409e-06
governing,1.299072462261945e-05,8.948345674593409e-06
presentation,1.299072462261945e-05,8.948345674593409e-06
whitesidemzu,1.299072462261945e-05,8.948345674593409e-06
latina,1.299072462261945e-05,5.816424688485716e-05
saut,2.59814492452389e-05,4.4741728372967045e-06
pedroballout,1.299072462261945e-05,8.948345674593409e-06
soulflower,1.299072462261945e-05,8.948345674593409e-06
cootie,1.299072462261945e-05,8.948345674593409e-06
bullstalk,1.299072462261945e-05,8.948345674593409e-06
complexmag,3.897217386785835e-05,1.3422518511890114e-05
muzzies,3.897217386785835e-05,1.7896691349186818e-05
elway,1.299072462261945e-05,1.3422518511890114e-05
mirdinero,1.299072462261945e-05,8.948345674593409e-06
mmpfeii,1.299072462261945e-05,8.948345674593409e-06
daboss,1.299072462261945e-05,8.948345674593409e-06
ibflgs,2.59814492452389e-05,4.4741728372967045e-06
justdoit,1.299072462261945e-05,1.7896691349186818e-05
cloydriverspics,2.59814492452389e-05,4.4741728372967045e-06
pickin,1.299072462261945e-05,2.2370864186483524e-05
realist,1.299072462261945e-05,3.5793382698373636e-05
ayefuckwoody,1.299072462261945e-05,8.948345674593409e-06
vory,1.299072462261945e-05,8.948345674593409e-06
basketballpics,2.59814492452389e-05,4.4741728372967045e-06
ron,3.897217386785835e-05,4.026755553567034e-05
lzs,2.59814492452389e-05,4.4741728372967045e-06
foodtabloid,2.59814492452389e-05,4.4741728372967045e-06
thatve,1.299072462261945e-05,8.948345674593409e-06
stephenson,3.897217386785835e-05,4.4741728372967045e-06
diamond,0.0001039257969809556,2.684503702378023e-05
thuggery,2.59814492452389e-05,4.4741728372967045e-06
indxgo,1.299072462261945e-05,8.948345674593409e-06
oluwakaponeski,1.299072462261945e-05,8.948345674593409e-06
weekend,0.00016887942009405284,0.00019238943200375832
pole,5.19628984904778e-05,1.7896691349186818e-05
fie,2.59814492452389e-05,8.948345674593409e-06
hittas,1.299072462261945e-05,8.948345674593409e-06
ccobey,2.59814492452389e-05,8.948345674593409e-06
distant,2.59814492452389e-05,4.4741728372967045e-06
gifted,2.59814492452389e-05,1.3422518511890114e-05
litebrite,1.299072462261945e-05,8.948345674593409e-06
stupid,0.0001558886954714334,0.0010424822710901323
ovoxokatie,1.299072462261945e-05,8.948345674593409e-06
dif,1.299072462261945e-05,2.2370864186483524e-05
curved,3.897217386785835e-05,3.131920986107693e-05
badbish,1.299072462261945e-05,8.948345674593409e-06
knvcklepvck,1.299072462261945e-05,8.948345674593409e-06
aq,2.59814492452389e-05,8.948345674593409e-06
gwenyth,1.299072462261945e-05,8.948345674593409e-06
hirin,1.299072462261945e-05,8.948345674593409e-06
overgrown,1.299072462261945e-05,8.948345674593409e-06
rrqzsym,2.59814492452389e-05,4.4741728372967045e-06
bepatient,1.299072462261945e-05,8.948345674593409e-06
interject,1.299072462261945e-05,8.948345674593409e-06
sim,1.299072462261945e-05,8.948345674593409e-06
wizdom,1.299072462261945e-05,8.948345674593409e-06
tracker,2.59814492452389e-05,4.4741728372967045e-06
fondles,1.299072462261945e-05,8.948345674593409e-06
balvarezzzz,1.299072462261945e-05,1.3422518511890114e-05
gangsterfeels,1.299072462261945e-05,8.948345674593409e-06
camerondurant,1.299072462261945e-05,8.948345674593409e-06
melody,2.59814492452389e-05,4.4741728372967045e-06
koimygj,2.59814492452389e-05,4.4741728372967045e-06
hkz,1.299072462261945e-05,8.948345674593409e-06
mrrrrrrr,2.59814492452389e-05,4.4741728372967045e-06
lnaew,2.59814492452389e-05,4.4741728372967045e-06
clyde,1.299072462261945e-05,8.948345674593409e-06
whosjuly,1.299072462261945e-05,8.948345674593409e-06
clevelandpride,2.59814492452389e-05,4.4741728372967045e-06
proved,3.897217386785835e-05,2.2370864186483524e-05
bishop,1.299072462261945e-05,8.948345674593409e-06
chrisprobst,1.299072462261945e-05,8.948345674593409e-06
sprout,2.59814492452389e-05,8.948345674593409e-06
eleygo,1.299072462261945e-05,8.948345674593409e-06
xci,1.299072462261945e-05,3.131920986107693e-05
wcvbpoli,3.897217386785835e-05,4.4741728372967045e-06
donaldblack,1.299072462261945e-05,8.948345674593409e-06
morningstusesh,1.299072462261945e-05,8.948345674593409e-06
sullivanmcpig,2.59814492452389e-05,4.4741728372967045e-06
amen,2.59814492452389e-05,2.684503702378023e-05
kn,1.299072462261945e-05,1.3422518511890114e-05
nydailynews,2.59814492452389e-05,4.4741728372967045e-06
eanahs,3.897217386785835e-05,1.7896691349186818e-05
vivalajuicyy,1.299072462261945e-05,1.7896691349186818e-05
pipethefckdown,1.299072462261945e-05,8.948345674593409e-06
ifj,2.59814492452389e-05,4.4741728372967045e-06
hmt,1.299072462261945e-05,8.948345674593409e-06
bankhead,1.299072462261945e-05,8.948345674593409e-06
bdftuen,1.299072462261945e-05,8.948345674593409e-06
ewwwwwww,1.299072462261945e-05,1.3422518511890114e-05
cyb,1.299072462261945e-05,8.948345674593409e-06
jvm,1.299072462261945e-05,8.948345674593409e-06
illness,1.299072462261945e-05,1.3422518511890114e-05
iec,1.299072462261945e-05,8.948345674593409e-06
ysxvz,1.299072462261945e-05,8.948345674593409e-06
butchered,2.59814492452389e-05,4.4741728372967045e-06
rkocw,1.299072462261945e-05,8.948345674593409e-06
meekmill,1.299072462261945e-05,1.3422518511890114e-05
treyspears,1.299072462261945e-05,1.3422518511890114e-05
jprbhuxfdp,1.299072462261945e-05,8.948345674593409e-06
staggering,1.299072462261945e-05,8.948345674593409e-06
psycho,2.59814492452389e-05,3.131920986107693e-05
legoheeadd,1.299072462261945e-05,8.948345674593409e-06
unzglt,1.299072462261945e-05,8.948345674593409e-06
molssyo,1.299072462261945e-05,1.3422518511890114e-05
smartphone,2.59814492452389e-05,4.4741728372967045e-06
antoinettea,2.59814492452389e-05,4.4741728372967045e-06
hangover,2.59814492452389e-05,1.3422518511890114e-05
fredabrahams,2.59814492452389e-05,4.4741728372967045e-06
startmikevike,2.59814492452389e-05,4.4741728372967045e-06
myev,2.59814492452389e-05,4.4741728372967045e-06
thumper,1.299072462261945e-05,8.948345674593409e-06
soo,5.19628984904778e-05,5.816424688485716e-05
hire,3.897217386785835e-05,3.131920986107693e-05
searcy,1.299072462261945e-05,8.948345674593409e-06
traffic,2.59814492452389e-05,3.131920986107693e-05
karrueche,1.299072462261945e-05,1.3422518511890114e-05
thrush,1.299072462261945e-05,8.948345674593409e-06
four,9.093507235833614e-05,4.921590121026375e-05
ceeismee,1.299072462261945e-05,8.948345674593409e-06
repcon,1.299072462261945e-05,8.948345674593409e-06
crr,1.299072462261945e-05,8.948345674593409e-06
rodgers,1.299072462261945e-05,8.948345674593409e-06
accessory,1.299072462261945e-05,8.948345674593409e-06
nocturnal,2.59814492452389e-05,4.4741728372967045e-06
incredible,5.19628984904778e-05,2.684503702378023e-05
danbilzerian,1.299072462261945e-05,1.3422518511890114e-05
ouxoqdhmid,2.59814492452389e-05,4.4741728372967045e-06
farted,1.299072462261945e-05,8.948345674593409e-06
murica,3.897217386785835e-05,8.948345674593409e-06
slapped,1.299072462261945e-05,6.711259255945057e-05
verkannt,1.299072462261945e-05,2.2370864186483524e-05
joshuahall,1.299072462261945e-05,8.948345674593409e-06
sephora,1.299072462261945e-05,8.948345674593409e-06
bleacherreport,5.19628984904778e-05,4.4741728372967045e-06
trappin,2.59814492452389e-05,8.948345674593409e-06
dan,3.897217386785835e-05,4.474172837296705e-05
elf,1.299072462261945e-05,1.3422518511890114e-05
opalrose,1.299072462261945e-05,8.948345674593409e-06
ekepsjwcyu,1.299072462261945e-05,8.948345674593409e-06
related,5.19628984904778e-05,3.5793382698373636e-05
sweet,0.00024682376782976957,0.00016554439497997809
noonecares,1.299072462261945e-05,8.948345674593409e-06
vfpd,1.299072462261945e-05,8.948345674593409e-06
oversteppin,1.299072462261945e-05,8.948345674593409e-06
squirtnetwork,1.299072462261945e-05,8.948345674593409e-06
brag,1.299072462261945e-05,5.816424688485716e-05
weaselfbaby,1.299072462261945e-05,8.948345674593409e-06
jordiiin,1.299072462261945e-05,8.948345674593409e-06
ouc,1.299072462261945e-05,8.948345674593409e-06
zwo,1.299072462261945e-05,8.948345674593409e-06
ratchetness,1.299072462261945e-05,8.948345674593409e-06
mlbfancave,2.59814492452389e-05,4.4741728372967045e-06
lifee,1.299072462261945e-05,8.948345674593409e-06
comfy,2.59814492452389e-05,4.4741728372967045e-06
nahhhhhh,2.59814492452389e-05,4.4741728372967045e-06
samknight,2.59814492452389e-05,4.4741728372967045e-06
hj,2.59814492452389e-05,8.948345674593409e-06
derekt,1.299072462261945e-05,8.948345674593409e-06
ayoo,1.299072462261945e-05,1.3422518511890114e-05
rmpharris,1.299072462261945e-05,1.3422518511890114e-05
outline,1.299072462261945e-05,8.948345674593409e-06
dhhu,1.299072462261945e-05,8.948345674593409e-06
uncleruckus,1.299072462261945e-05,1.7896691349186818e-05
brantly,1.299072462261945e-05,8.948345674593409e-06
pmo,1.299072462261945e-05,8.948345674593409e-06
oddbeast,1.299072462261945e-05,1.7896691349186818e-05
tico,1.299072462261945e-05,8.948345674593409e-06
shave,2.59814492452389e-05,4.026755553567034e-05
adsi,1.299072462261945e-05,8.948345674593409e-06
kickin,2.59814492452389e-05,1.7896691349186818e-05
goalkeeper,2.59814492452389e-05,4.4741728372967045e-06
confidence,2.59814492452389e-05,1.3422518511890114e-05
vjwdcdtxv,2.59814492452389e-05,4.4741728372967045e-06
bryanhoch,2.59814492452389e-05,4.4741728372967045e-06
jacker,1.299072462261945e-05,8.948345674593409e-06
usen,1.299072462261945e-05,8.948345674593409e-06
ringless,2.59814492452389e-05,4.4741728372967045e-06
lakerstv,2.59814492452389e-05,4.4741728372967045e-06
nevertrustt,1.299072462261945e-05,8.948345674593409e-06
gospursgo,1.299072462261945e-05,8.948345674593409e-06
zohdaa,1.299072462261945e-05,8.948345674593409e-06
arashmarkazi,2.59814492452389e-05,4.4741728372967045e-06
denken,3.897217386785835e-05,4.4741728372967045e-06
lanahudsonnn,1.299072462261945e-05,2.2370864186483524e-05
deandre,1.299072462261945e-05,8.948345674593409e-06
chrizzyfive,1.299072462261945e-05,8.948345674593409e-06
amazement,1.299072462261945e-05,8.948345674593409e-06
janoskians,1.299072462261945e-05,8.948345674593409e-06
lahi,2.59814492452389e-05,4.4741728372967045e-06
z,0.0003117773909428668,0.00026845037023780227
jaybeetrendz,1.299072462261945e-05,8.948345674593409e-06
gig,3.897217386785835e-05,8.948345674593409e-06
fuckingggggg,1.299072462261945e-05,8.948345674593409e-06
mikaylahh,2.59814492452389e-05,4.4741728372967045e-06
jafricanflow,1.299072462261945e-05,8.948345674593409e-06
blast,3.897217386785835e-05,4.921590121026375e-05
athe,1.299072462261945e-05,8.948345674593409e-06
ismon,1.299072462261945e-05,8.948345674593409e-06
markb,2.59814492452389e-05,8.948345674593409e-06
ccass,2.59814492452389e-05,2.2370864186483524e-05
houseeee,1.299072462261945e-05,8.948345674593409e-06
temporary,1.299072462261945e-05,2.2370864186483524e-05
marissaaxoo,1.299072462261945e-05,1.3422518511890114e-05
put,0.000636545506508353,0.0009798438513679783
struggle,7.79443477357167e-05,4.474172837296705e-05
themostannoyingthingsinlife,1.299072462261945e-05,8.948345674593409e-06
hahahahahaha,1.299072462261945e-05,1.7896691349186818e-05
understands,1.299072462261945e-05,1.7896691349186818e-05
fernandezice,1.299072462261945e-05,8.948345674593409e-06
jd,3.897217386785835e-05,8.948345674593409e-06
leftist,1.299072462261945e-05,2.2370864186483524e-05
ter,1.299072462261945e-05,1.3422518511890114e-05
hardwood,1.299072462261945e-05,8.948345674593409e-06
kingofthehill,1.299072462261945e-05,8.948345674593409e-06
overdraft,1.299072462261945e-05,8.948345674593409e-06
xgingeravenger,1.299072462261945e-05,8.948345674593409e-06
aerosolized,2.59814492452389e-05,4.4741728372967045e-06
rocky,2.59814492452389e-05,2.684503702378023e-05
jetpacks,1.299072462261945e-05,8.948345674593409e-06
vista,1.299072462261945e-05,8.948345674593409e-06
qb,2.59814492452389e-05,2.684503702378023e-05
tryn,1.299072462261945e-05,4.921590121026375e-05
dense,1.299072462261945e-05,8.948345674593409e-06
rmsh,1.299072462261945e-05,8.948345674593409e-06
cartier,1.299072462261945e-05,1.3422518511890114e-05
mettadamnfool,1.299072462261945e-05,8.948345674593409e-06
kurt,1.299072462261945e-05,8.948345674593409e-06
joshbuddy,2.59814492452389e-05,4.4741728372967045e-06
beyoncesgedtest,1.299072462261945e-05,8.948345674593409e-06
downsize,1.299072462261945e-05,8.948345674593409e-06
shelliecorreia,1.299072462261945e-05,8.948345674593409e-06
loosely,1.299072462261945e-05,8.948345674593409e-06
timmurphyy,1.299072462261945e-05,8.948345674593409e-06
leisuuuure,1.299072462261945e-05,8.948345674593409e-06
vivalajayxoxo,1.299072462261945e-05,8.948345674593409e-06
iftheygunnedmedown,2.59814492452389e-05,4.4741728372967045e-06
v,0.0005456104341500169,0.0002773987159123957
vbd,1.299072462261945e-05,8.948345674593409e-06
major,7.79443477357167e-05,7.606093823404398e-05
guzm,1.299072462261945e-05,8.948345674593409e-06
lawlessness,2.59814492452389e-05,4.4741728372967045e-06
melle,1.299072462261945e-05,8.948345674593409e-06
niggaz,1.299072462261945e-05,0.0002595020245632089
clash,1.299072462261945e-05,1.3422518511890114e-05
eimux,2.59814492452389e-05,4.4741728372967045e-06
jreynolds,1.299072462261945e-05,8.948345674593409e-06
gf,1.299072462261945e-05,7.606093823404398e-05
idiotic,5.19628984904778e-05,4.4741728372967045e-06
qsas,1.299072462261945e-05,8.948345674593409e-06
clapclapclap,2.59814492452389e-05,4.4741728372967045e-06
tripppped,1.299072462261945e-05,8.948345674593409e-06
tarasetmayer,2.59814492452389e-05,4.4741728372967045e-06
rea,2.59814492452389e-05,8.948345674593409e-06
gostampsgo,2.59814492452389e-05,4.4741728372967045e-06
newnewgotbandz,1.299072462261945e-05,8.948345674593409e-06
vegasqueens,2.59814492452389e-05,1.3422518511890114e-05
peruvian,2.59814492452389e-05,4.4741728372967045e-06
ey,2.59814492452389e-05,1.3422518511890114e-05
vandyke,1.299072462261945e-05,8.948345674593409e-06
gle,1.299072462261945e-05,8.948345674593409e-06
forget,7.79443477357167e-05,0.00019238943200375832
ndiana,2.59814492452389e-05,4.4741728372967045e-06
benghazi,0.0001039257969809556,8.948345674593409e-06
doughboyfreco,1.299072462261945e-05,8.948345674593409e-06
trtoy,1.299072462261945e-05,8.948345674593409e-06
adddisonn,1.299072462261945e-05,8.948345674593409e-06
jumabr,1.299072462261945e-05,8.948345674593409e-06
cqminaj,1.299072462261945e-05,1.3422518511890114e-05
assholee,1.299072462261945e-05,1.3422518511890114e-05
byrd,1.299072462261945e-05,8.948345674593409e-06
commitment,2.59814492452389e-05,1.7896691349186818e-05
wtmf,2.59814492452389e-05,4.4741728372967045e-06
youuuuuuuu,1.299072462261945e-05,8.948345674593409e-06
havok,1.299072462261945e-05,8.948345674593409e-06
cabr,2.59814492452389e-05,4.4741728372967045e-06
fempop,1.299072462261945e-05,8.948345674593409e-06
gxmym,1.299072462261945e-05,8.948345674593409e-06
ward,2.59814492452389e-05,1.3422518511890114e-05
thanksgiving,5.19628984904778e-05,2.684503702378023e-05
shelbylavelle,1.299072462261945e-05,8.948345674593409e-06
meridian,1.299072462261945e-05,8.948345674593409e-06
lcistj,2.59814492452389e-05,8.948345674593409e-06
raver,2.59814492452389e-05,4.4741728372967045e-06
shhhhh,1.299072462261945e-05,8.948345674593409e-06
gottaluvlexci,1.299072462261945e-05,1.3422518511890114e-05
will,1.299072462261945e-05,8.948345674593409e-06
wash,1.299072462261945e-05,6.263841972215386e-05
hearne,1.299072462261945e-05,8.948345674593409e-06
asheyk,1.299072462261945e-05,8.948345674593409e-06
xh,2.59814492452389e-05,8.948345674593409e-06
dawggg,1.299072462261945e-05,1.3422518511890114e-05
anyones,1.299072462261945e-05,1.7896691349186818e-05
cvjadmypg,1.299072462261945e-05,8.948345674593409e-06
therealkiss,1.299072462261945e-05,8.948345674593409e-06
strip,1.299072462261945e-05,5.369007404756046e-05
deze,1.299072462261945e-05,1.3422518511890114e-05
nvm,1.299072462261945e-05,4.026755553567034e-05
fixupmayte,1.299072462261945e-05,8.948345674593409e-06
msvavavoom,1.299072462261945e-05,8.948345674593409e-06
shoved,5.19628984904778e-05,1.7896691349186818e-05
veuve,1.299072462261945e-05,8.948345674593409e-06
pskinny,1.299072462261945e-05,1.3422518511890114e-05
petertrvjillo,1.299072462261945e-05,8.948345674593409e-06
since,0.00029878666632024735,0.0003758305183329232
fredrpvasquez,1.299072462261945e-05,8.948345674593409e-06
wide,2.59814492452389e-05,5.369007404756046e-05
messaged,1.299072462261945e-05,8.948345674593409e-06
terryn,2.59814492452389e-05,4.4741728372967045e-06
nickehlers,1.299072462261945e-05,1.3422518511890114e-05
markrothschild,1.299072462261945e-05,8.948345674593409e-06
bandz,1.299072462261945e-05,1.3422518511890114e-05
amos,0.0001558886954714334,8.948345674593409e-06
wendys,1.299072462261945e-05,1.3422518511890114e-05
bruno,1.299072462261945e-05,3.131920986107693e-05
hotphillyboi,1.299072462261945e-05,8.948345674593409e-06
mckee,1.299072462261945e-05,1.3422518511890114e-05
reprint,1.299072462261945e-05,8.948345674593409e-06
biological,2.59814492452389e-05,4.4741728372967045e-06
glaad,1.299072462261945e-05,8.948345674593409e-06
meech,1.299072462261945e-05,1.3422518511890114e-05
tytytooflyy,2.59814492452389e-05,8.948345674593409e-06
hectic,1.299072462261945e-05,8.948345674593409e-06
steep,1.299072462261945e-05,8.948345674593409e-06
participant,2.59814492452389e-05,4.4741728372967045e-06
kimora,1.299072462261945e-05,1.3422518511890114e-05
ryancruz,2.59814492452389e-05,1.7896691349186818e-05
fezbandname,2.59814492452389e-05,4.4741728372967045e-06
crowd,0.0001039257969809556,3.5793382698373636e-05
art,6.495362311309725e-05,2.684503702378023e-05
jayten,1.299072462261945e-05,8.948345674593409e-06
mohamed,1.299072462261945e-05,8.948345674593409e-06
hoee,1.299072462261945e-05,8.948345674593409e-06
fattyytooraw,2.59814492452389e-05,4.4741728372967045e-06
ajcolemanbaby,1.299072462261945e-05,8.948345674593409e-06
outlawdipper,2.59814492452389e-05,8.948345674593409e-06
superpower,1.299072462261945e-05,1.3422518511890114e-05
thereaipinkyxxx,1.299072462261945e-05,8.948345674593409e-06
chiefsatwar,2.59814492452389e-05,4.4741728372967045e-06
vagitarian,1.299072462261945e-05,8.948345674593409e-06
mandela,2.59814492452389e-05,4.4741728372967045e-06
chels,1.299072462261945e-05,8.948345674593409e-06
terrell,1.299072462261945e-05,8.948345674593409e-06
datfullerkid,1.299072462261945e-05,8.948345674593409e-06
gotdaloud,1.299072462261945e-05,8.948345674593409e-06
engineer,2.59814492452389e-05,4.4741728372967045e-06
rinche,1.299072462261945e-05,8.948345674593409e-06
kaqtvvq,1.299072462261945e-05,8.948345674593409e-06
break,0.0001558886954714334,0.0003042437529361759
toppin,1.299072462261945e-05,8.948345674593409e-06
savenohoes,1.299072462261945e-05,8.948345674593409e-06
capitalt,1.299072462261945e-05,8.948345674593409e-06
atracciones,2.59814492452389e-05,4.4741728372967045e-06
owr,1.299072462261945e-05,8.948345674593409e-06
sayin,3.897217386785835e-05,0.00016107022214268137
twittering,2.59814492452389e-05,4.4741728372967045e-06
writing,5.19628984904778e-05,4.4741728372967045e-06
conceitednorezn,1.299072462261945e-05,8.948345674593409e-06
culyanyq,2.59814492452389e-05,4.4741728372967045e-06
yvngherbo,1.299072462261945e-05,8.948345674593409e-06
